"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2021-06-12T00:00:00.000Z""","","Sardinia","A332","7T-VJA","Algerie",,"DZA","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2021
"""2021-06-12T00:00:00.000Z""","","Thompson","AT72","C-FNIJ","North Star",,"CAN","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2021
"""2021-06-12T00:00:00.000Z""","","Baku","A320","4K-AZ79","AZAL",,"AZE","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-06-13T00:00:00.000Z""","","Genoa","A319","OE-LQT","Easyjet Europe",,"AUT","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-06-13T00:00:00.000Z""","","Umea","A20N","SE-ROE","SAS",,"SWE","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-06-13T00:00:00.000Z""","","Berlin","A320","HB-JLP","Swiss",,"CHE","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-06-13T00:00:00.000Z""","","Sao Paulo","A20N","PR-YRB","Azul",,"BRA","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-06-14T00:00:00.000Z""","","Phoenix","A319","N732US","American",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-06-14T00:00:00.000Z""","","Winnipeg","B773","TC-LJI","THY",,"TUR","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2021
"""2021-06-14T00:00:00.000Z""","","Praia","A21N","CS-TJR","TAP",,"PRT","","Incident","",true,true,"","","A21N",false,true,2,"Jet","","[]","",2021
"""2021-06-14T00:00:00.000Z""","","Mexico City","A319","N740UW","American",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-06-14T00:00:00.000Z""","","Hubli","AT72","VT-IYX","Indigo",,"IND","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2021
"""2021-06-14T00:00:00.000Z""","","Johannesburg","B734","ZS-DMI","Safair",,"ZAF","","Incident","",true,true,"","","B734",false,true,2,"Jet","","[]","",2021
"""2021-06-15T00:00:00.000Z""","","Miami","A321","N908AA","American",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-06-15T00:00:00.000Z""","","Paris","A319","F-GRHE","France",,"FRA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-06-15T00:00:00.000Z""","","Tyumen","B735","VP-BYL","UTAir",,"BMU","","Incident","",true,true,"","","B735",false,true,2,"Jet","","[]","",2021
"""2021-06-15T00:00:00.000Z""","","Delhi","B738","VT-SGH","Spicejet",,"IND","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-06-15T00:00:00.000Z""","","Katowice","A320","HA-LPU","Wizz",,"HUN","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-06-16T00:00:00.000Z""","","Montreal","DH8C","C-FEAI","Inuit",,"CAN","","Incident","",true,true,"","","DH8C",false,true,2,"Turboprop","","[]","",2021
"""2021-06-16T00:00:00.000Z""","","Bukavu","L410","9S-?","Kin Avia","","COD","","Crash","",true,false,"","","L410",false,true,2,"Turboprop","","[]","",2021
"""2021-06-16T00:00:00.000Z""","","Teresina","A20N","PR-YRF","Azul",,"BRA","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-06-17T00:00:00.000Z""","","Belo Horizonte","A20N","PR-YRV","Azul",,"BRA","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-06-17T00:00:00.000Z""","","Simferopol","B763","VP-BMC","Ikar",,"BMU","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2021
"""2021-06-18T00:00:00.000Z""","","Munich","A320","D-AICE","Condor",,"DEU","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-06-19T00:00:00.000Z""","","Rhodes","A320","D-AIWF","Lufthansa",,"DEU","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-06-20T00:00:00.000Z""","","Fort Lauderdale","A320","N646NK","Spirit",,"USA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-06-21T00:00:00.000Z""","","Sydney","B789","VH-ZNH","Qantas",,"AUS","","Incident","",true,true,"","","B789",false,true,2,"Jet","","[]","",2021
"""2021-06-21T00:00:00.000Z""","VEN","within Jes�s Mar�a Sempr�n","Rockwell Sabreliner 65","XB-OXV","private","","MEX","Standing","",0,true,true,false,"","SBR1",false,true,2,"Jet","","[]","",2021
"""2021-06-21T00:00:00.000Z""","","St. Petersburg","A320","VP-BWX","Red Wings",,"BMU","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-06-22T00:00:00.000Z""","","Alta","A20N","SE-ROZ","SAS",,"SWE","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-06-22T00:00:00.000Z""","","San Juan","MD11","N513SN","Western Global",,"USA","","Incident","",true,true,"","","MD11",false,true,3,"Jet","","[]","",2021
"""2021-06-22T00:00:00.000Z""","","Myrtle Beach","A319","N747UW","American",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-06-23T00:00:00.000Z""","","Atlanta","CRJ2","N981EV","Endeavor",,"USA","","Incident","",true,true,"","","CRJ2",false,true,2,"Jet","","[]","",2021
"""2021-06-23T00:00:00.000Z""","","Doha","A35K","A7-ANF","Qatar",,"QAT","","Incident","",true,true,"","","A35K",false,true,2,"Jet","","[]","",2021
"""2021-06-23T00:00:00.000Z""","","Frankfurt","B744","VP-BCI","Sky Gates",,"BMU","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2021
"""2021-06-23T00:00:00.000Z""","","Lienz","SW4","EC-GPS","Flightline",,"ESP","","Incident","",true,true,"","","SW4",false,true,2,"Turboprop","","[]","",2021
"""2021-06-23T00:00:00.000Z""","","Rio de Janeiro","B722","PR-TTW","Total",,"BRA","","Incident","",true,true,"","","B722",false,true,3,"Jet","","[]","",2021
"""2021-06-23T00:00:00.000Z""","","Krasnojarsk","B738","VQ-BFR","Atran",,"BMU","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-06-24T00:00:00.000Z""","","Novosibirsk","B739","VP-BZV","Ikar",,"BMU","","Incident","",true,true,"","","B739",false,true,2,"Jet","","[]","",2021
"""2021-06-24T00:00:00.000Z""","","Cali","B738","HP-1723CMP","Copa",,"PAN","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-06-24T00:00:00.000Z""","","Iasi","AT72","YR-ATK","TAROM",,"ROU","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2021
"""2021-06-24T00:00:00.000Z""","","Kiev","B739","UR-SQI","SkyUp",,"UKR","","Incident","",true,true,"","","B739",false,true,2,"Jet","","[]","",2021
"""2021-06-25T00:00:00.000Z""","","Lyon","A320","TS-INO","Nouvelair",,"TUN","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-06-25T00:00:00.000Z""","","Greensboro","B752","N949FD","Fedex",,"USA","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2021
"""2021-06-25T00:00:00.000Z""","","Rostov","A321","VQ-BOD","Nordwind",,"BMU","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-06-25T00:00:00.000Z""","","Catania","MD82","LZ-LDP","European Charter",,"BGR","","Incident","",true,true,"","","MD82",false,true,2,"Jet","","[]","",2021
"""2021-06-26T00:00:00.000Z""","","Reykjavik","DH8D","TF-FXI","Iceland Connect",,"ISL","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2021
"""2021-06-26T00:00:00.000Z""","","Hartford","E145","N631AE","Piedmont",,"USA","","Incident","",true,true,"","","E145",false,true,2,"Jet","","[]","",2021
"""2021-06-26T00:00:00.000Z""","","Puvirnituq","B732","C-GMAI","Inuit",,"CAN","","Incident","",true,true,"","","B732",false,true,2,"Jet","","[]","",2021
"""2021-06-26T00:00:00.000Z""","","Recife","A20N","PR-YRK","Azul",,"BRA","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-06-26T00:00:00.000Z""","","Zurich","B773","HB-JNB","Swiss",,"CHE","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2021
"""2021-06-27T00:00:00.000Z""","","Tete","DH8D","C9-AUZ","Mocambique Expresso",,"MOZ","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2021
"""2021-06-27T00:00:00.000Z""","","Charlotte","A321","N584UW","American",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-06-28T00:00:00.000Z""","","Phoenix","CRJ9","N905J","Mesa",,"USA","","Incident","",true,true,"","","CRJ9",false,true,2,"Jet","","[]","",2021
"""2021-06-28T00:00:00.000Z""","","Los Angeles","A321","N106NN","American",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-06-28T00:00:00.000Z""","","Timbuktu","AN74","RA-74032","UTAir",,"RUS","","Incident","",true,true,"","","GLF4",false,true,2,"Jet","","[]","",2021
"""2021-06-29T00:00:00.000Z""","","Tunis","A20N","D-AINY","Lufthansa",,"DEU","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-06-29T00:00:00.000Z""","","Pisa","CRJ9","D-ACKK","Lufthansa",,"DEU","","Incident","",true,true,"","","CRJ9",false,true,2,"Jet","","[]","",2021
"""2021-06-30T00:00:00.000Z""","","Moscow","A333","VQ-BNS","Aeroflot",,"BMU","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2021
"""2021-06-30T00:00:00.000Z""","","Pisa","A320","D-AIWE","Lufthansa",,"DEU","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-07-01T00:00:00.000Z""","","Blagoveschensk","SU95","RA-89034","IrAero",,"RUS","","Incident","",true,true,"","","SU95",false,true,2,"Jet","","[]","",2021
"""2021-07-01T00:00:00.000Z""","","Antalya","B752","VQ-BQA","Azur",,"BMU","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2021
"""2021-07-01T00:00:00.000Z""","","Sochi","AT72","VQ-BLJ","UTAir",,"BMU","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2021
"""2021-07-02T00:00:00.000Z""","","Chicago","A321","N169UW","American",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-07-02T00:00:00.000Z""","","Geneva","A320","HB-JXI","Easyjet Switzerland",,"CHE","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-07-03T00:00:00.000Z""","","Chelyabinsk","A320","VP-BOL","S7",,"BMU","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-07-04T00:00:00.000Z""","","Hong Kong","B744","VP-BCV","Silk Way",,"BMU","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2021
"""2021-07-04T00:00:00.000Z""","","Baku","A319","4K-AZ04","AZAL",,"AZE","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-07-04T00:00:00.000Z""","","Milwaukee","A320","N662AW","American",,"USA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-07-04T00:00:00.000Z""","","Manchester","AT72","G-FBXA","Logan",,"GBR","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2021
"""2021-07-04T00:00:00.000Z""","","Mexico City","B773","F-GSQI","France",,"FRA","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2021
"""2021-07-04T00:00:00.000Z""","","Sao Paulo","B737","PR-GOW","Gol",,"BRA","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2021
"""2021-07-05T00:00:00.000Z""","","Groningen","B38M","PH-TFN","TUI Nederland",,"NLD","","Incident","",true,true,"","","B38M",false,true,2,"Jet","","[]","",2021
"""2021-07-07T00:00:00.000Z""","","Winnipeg","DH8A","C-GRGI","Perimeter",,"CAN","","Incident","",true,true,"","","DH8A",false,true,2,"Turboprop","","[]","",2021
"""2021-07-07T00:00:00.000Z""","","Glasgow","B748","LX-VCM","Cargolux",,"LUX","","Incident","",true,true,"","","B748",false,true,4,"Jet","","[]","",2021
"""2021-07-07T00:00:00.000Z""","","enroute","B734","EI-STM","ASL Ireland",,"IRL","","Incident","",true,true,"","","B734",false,true,2,"Jet","","[]","",2021
"""2021-07-07T00:00:00.000Z""","","Sofia","MD82","LZ-LDJ","European Charter",,"BGR","","Incident","",true,true,"","","MD82",false,true,2,"Jet","","[]","",2021
"""2021-07-07T00:00:00.000Z""","","Manchester","BCS3","YL-CSL","Baltic",,"LVA","","Incident","",true,true,"","","BCS3",false,true,2,"Jet","","[]","",2021
"""2021-07-07T00:00:00.000Z""","","Los Angeles","A319","N763US","American",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-07-08T00:00:00.000Z""","","Amsterdam","B737","PH-BGL","KLM",,"NLD","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2021
"""2021-07-08T00:00:00.000Z""","","Brussels","A319","OO-SSN","Brussels",,"BEL","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-07-09T00:00:00.000Z""","","Honolulu","B763","N665UA","United",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2021
"""2021-07-09T00:00:00.000Z""","","Amsterdam","B738","PH-HZJ","Transavia",,"NLD","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-07-09T00:00:00.000Z""","","enroute","AT72","EC-NGF","Binter",,"ESP","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2021
"""2021-07-09T00:00:00.000Z""","","Helsinki","B763","N392UP","UPS",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2021
"""2021-07-09T00:00:00.000Z""","","London","A20N","G-TTNF","British Airways",,"GBR","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-07-10T00:00:00.000Z""","","Memphis","A319","N817AW","American",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-07-10T00:00:00.000Z""","","Louisville","MD11","N263UP","UPS",,"USA","","Incident","",true,true,"","","MD11",false,true,3,"Jet","","[]","",2021
"""2021-07-10T00:00:00.000Z""","","Palma Mallorca","B773","PH-BVB","KLM",,"NLD","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2021
"""2021-07-11T00:00:00.000Z""","","Bordeaux","A333","OO-SFG","Brussels",,"BEL","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2021
"""2021-07-11T00:00:00.000Z""","","Pickle Lake","AT72","C-FNIJ","North Star",,"CAN","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2021
"""2021-07-11T00:00:00.000Z""","","Gelendzik","A20N","VP-BSR","S7",,"BMU","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-07-11T00:00:00.000Z""","","Copenhagen","BCS3","YL-AAQ","Baltic",,"LVA","","Incident","",true,true,"","","BCS3",false,true,2,"Jet","","[]","",2021
"""2021-07-11T00:00:00.000Z""","","Newark","A321","N981JT","Jetblue",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-07-12T00:00:00.000Z""","","Paro","B733","PK-YGW","TriMG",,"IDN","","Incident","",true,true,"","","B733",false,true,2,"Jet","","[]","",2021
"""2021-07-12T00:00:00.000Z""","","Sydney","DH8D","VH-QOY","Sunstate",,"AUS","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2021
"""2021-07-13T00:00:00.000Z""","","Moscow","A321","VQ-BFQ","S7",,"BMU","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-07-13T00:00:00.000Z""","","Charlotte","CRJ7","N508AE","PSA",,"USA","","Incident","",true,true,"","","CRJ7",false,true,2,"Jet","","[]","",2021
"""2021-07-13T00:00:00.000Z""","","Toronto","DH8A","C-GKON","Voyageur",,"CAN","","Incident","",true,true,"","","DH8A",false,true,2,"Turboprop","","[]","",2021
"""2021-07-13T00:00:00.000Z""","","Milan","B773","A6-ECF","Emirates",,"ARE","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2021
"""2021-07-16T00:00:00.000Z""","","Vancouver","B763","C-GAZF","Cargojet",,"CAN","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2021
"""2021-07-17T00:00:00.000Z""","","New York","A319","N703UW","American",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-07-17T00:00:00.000Z""","","Pittsburgh","A320","N125UW","American",,"USA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-07-18T00:00:00.000Z""","ESP"," Madrid-Barajas Adolfo Su�rez Airport (MAD)","ATR 72-500 (72-212A)","EC-MSN","Aeronova, opf. Air Europa Express","","ESP","Standing","",0,true,true,false,"","AC50",false,true,2,"Piston","","[]","",2021
"""2021-07-18T00:00:00.000Z""","","Ho Chi Minh City","B744","HL7601","Korean",,"KOR","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2021
"""2021-07-19T00:00:00.000Z""","","Minneapolis","CRJ9","N820SK","Skywest",,"USA","","Incident","",true,true,"","","CRJ9",false,true,2,"Jet","","[]","",2021
"""2021-07-20T00:00:00.000Z""","","Seattle","A320","N556JB","Jetblue",,"USA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-07-20T00:00:00.000Z""","VEN"," Jes�s Mar�a Sempr�n, Zulia","British Aerospace BAe-125-700A","N611MC","private","","USA","Standing","",0,true,true,false,"","JS32",false,true,2,"Turboprop","","[]","",2021
"""2021-07-20T00:00:00.000Z""","","Hong Kong","B748","N624UP","UPS",,"USA","","Incident","",true,true,"","","B748",false,true,4,"Jet","","[]","",2021
"""2021-07-20T00:00:00.000Z""","","Tunis","A321","TC-JSS","THY",,"TUR","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-07-21T00:00:00.000Z""","","Calgary","B763","C-GAAJ","Cargojet",,"CAN","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2021
"""2021-07-21T00:00:00.000Z""","","St. Petersburg","A320","N246NV","Allegiant",,"USA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-07-22T00:00:00.000Z""","","Nuremberg","E195","OE-LWQ","Austrian",,"AUT","","Incident","",true,true,"","","E195",false,true,2,"Jet","","[]","",2021
"""2021-07-23T00:00:00.000Z""","","Porto and Lisbon","A320","OE-IJV","Easyjet Europe",,"AUT","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-07-23T00:00:00.000Z""","","Viracopos","E195","PR-AUO","Azul",,"BRA","","Incident","",true,true,"","","E195",false,true,2,"Jet","","[]","",2021
"""2021-07-24T00:00:00.000Z""","","Ilorin","B735","5N-BGR","Peace","","NGA","","Incident","",true,true,"","","B735",false,true,2,"Jet","","[]","",2021
"""2021-07-24T00:00:00.000Z""","","Ilorin","B735","5N-BQR","Peace",,"NGA","","Incident","",true,true,"","","B735",false,true,2,"Jet","","[]","",2021
"""2021-07-25T00:00:00.000Z""","","Syracuse","A319","N315NV","Allegiant",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-07-25T00:00:00.000Z""","","Vancouver","B737","N627AS","Alaska",,"USA","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2021
"""2021-07-26T00:00:00.000Z""","","Kathmandu","AT72","9N-AMD","Buddha",,"NPL","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2021
"""2021-07-26T00:00:00.000Z""","","Moscow","B738","EW-455PA","Belavia",,"BLR","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-07-26T00:00:00.000Z""","","Milan","B734","EI-STM","ASL Ireland",,"IRL","","Incident","",true,true,"","","B734",false,true,2,"Jet","","[]","",2021
"""2021-07-26T00:00:00.000Z""","","McAllen","A319","N307NV","Allegiant",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
"""2021-07-27T00:00:00.000Z""","","Dresden","A320","D-ANNA","Sundair",,"DEU","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-07-27T00:00:00.000Z""","","Honolulu","B763","N1327A","Atlas",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2021
"""2021-07-27T00:00:00.000Z""","","Seattle","E175","N405SY","Skywest",,"USA","","Incident","",true,true,"","","E75S",false,true,2,"Jet","","[]","",2021
"""2021-07-28T00:00:00.000Z""","","Orlando","A321","N663NK","Spirit",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-07-28T00:00:00.000Z""","","Greenville","B737","N7729A","Southwest",,"USA","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2021
"""2021-07-28T00:00:00.000Z""","","Zhengzhou","B744","LX-GCL","Cargolux",,"LUX","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2021
"""2021-07-28T00:00:00.000Z""","","Dayton","E145","N633AE","Piedmont",,"USA","","Incident","",true,true,"","","E145",false,true,2,"Jet","","[]","",2021
"""2021-07-28T00:00:00.000Z""","","Lafayette","E145","N14180","Commut",,"USA","","Incident","",true,true,"","","E145",false,true,2,"Jet","","[]","",2021
"""2021-07-29T00:00:00.000Z""","","Tokyo","B744","N756CA","National",,"USA","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2021
"""2021-07-29T00:00:00.000Z""","","Tokyo","B763","JA616J","JAL",,"JPN","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2021
"""2021-07-29T00:00:00.000Z""","","Vienna","A321","HA-LXJ","Wizz",,"HUN","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-07-29T00:00:00.000Z""","","Ekaterinburg","B738","VP-BQG","Pobeda",,"BMU","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-07-30T00:00:00.000Z""","","Winnipeg","B38M","C-FSIL","Canada",,"CAN","","Incident","",true,true,"","","B38M",false,true,2,"Jet","","[]","",2021
"""2021-07-30T00:00:00.000Z""","","Bristol","A21N","G-UZMF","Easyjet",,"GBR","","Incident","",true,true,"","","A21N",false,true,2,"Jet","","[]","",2021
"""2021-07-31T00:00:00.000Z""","","Sinop","A20N","PR-YRY","Azul",,"BRA","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-07-31T00:00:00.000Z""","","Perth","B738","VH-YIE","Virgin Australia",,"AUS","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-07-31T00:00:00.000Z""","","Arabian Sea","B738","VT-GHC","India Express",,"IND","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-01T00:00:00.000Z""","","Warsaw","B789","SP-LSC","LOT",,"POL","","Incident","",true,true,"","","B789",false,true,2,"Jet","","[]","",2021
"""2021-08-01T00:00:00.000Z""","","Tunis","A320","TS-IMT","Tunis",,"TUN","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-08-01T00:00:00.000Z""","","Rochester","CRJ7","N514MJ","GoJet",,"USA","","Incident","",true,true,"","","CRJ7",false,true,2,"Jet","","[]","",2021
"""2021-08-02T00:00:00.000Z""","","London","B734","F-GIXN","ASL France",,"FRA","","Incident","",true,true,"","","B734",false,true,2,"Jet","","[]","",2021
"""2021-08-02T00:00:00.000Z""","","Ushuaia","B738","LV-FWS","Argentinas",,"ARG","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-02T00:00:00.000Z""","","New York","A321","N114DN","Delta",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-08-02T00:00:00.000Z""","","Lahore","A321","AP-BMO","Airblue",,"PAK","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-08-02T00:00:00.000Z""","","Tel Aviv","B772","N788AN","American",,"USA","","Incident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2021
"""2021-08-02T00:00:00.000Z""","","Bourgas","A320","HA-LWN","Wizz",,"HUN","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-08-02T00:00:00.000Z""","","Amman","A320","JY-AYU","Royal Jordanian",,"JOR","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-08-02T00:00:00.000Z""","","Tijuana","A20N","N529VL","Volaris",,"USA","","Incident","",true,true,"","","A20N",false,true,2,"Jet","","[]","",2021
"""2021-08-03T00:00:00.000Z""","","Saint John","CRJ2","C-FDJA","Jazz",,"CAN","","Incident","",true,true,"","","CRJ2",false,true,2,"Jet","","[]","",2021
"""2021-08-03T00:00:00.000Z""","","enroute","A332","EI-FSE","I-Fly",,"IRL","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2021
"""2021-08-03T00:00:00.000Z""","","Kona","B712","N483HA","Hawaiian",,"USA","","Incident","",true,true,"","","B712",false,true,2,"Jet","","[]","",2021
"""2021-08-03T00:00:00.000Z""","","Ekaterinburg","A321","VQ-BOD","Nordwind",,"BMU","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2021
"""2021-08-03T00:00:00.000Z""","","London","A320","OE-LBX","Austrian",,"AUT","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-08-04T00:00:00.000Z""","","Moscow","B773","VQ-BUB","Aeroflot",,"BMU","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2021
"""2021-08-04T00:00:00.000Z""","","San Francisco","B738","N8635F","Southwest",,"USA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-04T00:00:00.000Z""","","Bucharest","B738","YR-BGL","TAROM",,"ROU","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-04T00:00:00.000Z""","","Najaf","A320","EP-FQP","Qeshm",,"IRN","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2021
"""2021-08-04T00:00:00.000Z""","","enroute","DH8D","C-GGNY","Jazz",,"CAN","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2021
"""2021-08-04T00:00:00.000Z""","","Kazan","SU95","RA-89112","Rossiya",,"RUS","","Incident","",true,true,"","","SU95",false,true,2,"Jet","","[]","",2021
"""2021-08-04T00:00:00.000Z""","","Nashville","B738","N8661A","Southwest",,"USA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2021
"""2021-08-06T00:00:00.000Z""","","Male","B772","A7-BBD","Qatar",,"QAT","","Incident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2021
"""2021-08-06T00:00:00.000Z""","","London","A319","G-DBCF","British Airways",,"GBR","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2021
